ano;periodo;estudante;disciplina;ch;tipo;anp;aulas;faltas;justificadas;percentual;nb1;nb2;ms1;nr1;mr1;nb3;nb4;ms2;nr2;mr2;ma;nef;mf;resultado;resultado_ano;situacao_atual
2019;3;499ED738;QUÍMICA;40;RG;5;35;2;-;5,7;29;61;45;80;80;17;20;19;40;40;60;-;60;AP;Aprovado;Matriculado
2019;3;499ED738;RESISTÊNCIA E ENSAIO DE MATERIAIS;80;RG;10;74;20;-;27;2;37;20;20;20;67;42;55;35;55;38;75;53;AP;Aprovado;Matriculado
2019;3;499ED738;SOCIOLOGIA;40;RG;-;40;10;-;25;80;80;80;-;80;60;90;75;-;75;78;-;78;AP;Aprovado;Matriculado
2017;1;B28BDEA3;ARTE;80;RG;10;70;8;-;11,4;64;74;69;-;69;91;74;83;-;83;76;-;76;AP;Reprovado;Concluído
2017;1;B28BDEA3;BIOLOGIA;80;RG;12;68;3;-;4,4;69;56;63;-;63;53;51;52;25;52;58;24;44;RT;Reprovado;Concluído
2017;1;B28BDEA3;DESENHO TÉCNICO;80;RG;7;73;-;-;0;52;72;62;-;62;76;78;77;-;77;70;-;70;AP;Reprovado;Concluído
2017;1;B28BDEA3;EDUCAÇÃO FÍSICA;80;RG;16;66;10;-;15,2;43;52;48;40;48;30;45;38;40;40;44;26;37;RT;Reprovado;Concluído
2017;1;B28BDEA3;ELETRICIDADE;80;RG;12;68;6;2;8,8;75;53;64;-;64;63;60;62;-;62;63;-;63;AP;Reprovado;Concluído
2017;1;B28BDEA3;ELETRÔNICA;80;RG;8;73;-;-;0;53;78;66;-;66;80;60;70;-;70;68;-;68;AP;Reprovado;Concluído
2017;1;B28BDEA3;FILOSOFIA;40;RG;3;39;3;-;7,7;100;80;90;-;90;55;80;68;-;68;79;-;79;AP;Reprovado;Concluído
2017;1;B28BDEA3;FÍSICA;80;RG;14;66;-;-;0;31;69;50;52;52;25;75;50;10;50;51;15;37;RT;Reprovado;Concluído
2017;1;B28BDEA3;GEOGRAFIA;80;RG;12;69;8;-;11,6;45;71;58;60;60;38;77;58;20;58;59;30;47;RT;Reprovado;Concluído
2017;1;B28BDEA3;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;13;69;3;-;4,3;75;40;58;76;76;22;31;27;45;45;61;-;61;AP;Reprovado;Concluído
2017;1;B28BDEA3;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;19;101;4;-;4;95;45;70;-;70;51;21;36;50;50;60;-;60;AP;Reprovado;Concluído
2017;1;B28BDEA3;MATEMÁTICA;120;RG;18;104;6;2;5,8;62;64;63;-;63;48;28;38;0;38;51;20;39;RT;Reprovado;Concluído
2017;1;B28BDEA3;METROLOGIA;80;RG;12;68;4;-;5,9;69;57;63;-;63;58;30;44;55;55;59;64;61;AP;Reprovado;Concluído
2017;1;B28BDEA3;PROCESSOS DE FABRICAÇÃO;80;RG;10;71;6;-;8,5;65;54;60;-;60;50;47;49;50;50;55;70;61;AP;Reprovado;Concluído
2017;1;B28BDEA3;QUÍMICA;80;RG;9;71;-;-;0;48;70;59;52;59;45;41;43;37;43;51;30;43;RT;Reprovado;Concluído
2017;1;B28BDEA3;SOCIOLOGIA;40;RG;4;36;2;1;5,6;80;48;64;-;64;64;60;62;-;62;63;-;63;AP;Reprovado;Concluído
2018;1;B28BDEA3;ARTE;80;RG;8;73;0;2;0;53;80;67;-;67;81;100;91;-;91;79;-;79;AP;Aprovado;Concluído
2018;1;B28BDEA3;BIOLOGIA;80;RG;11;71;4;-;5,6;52;75;64;-;64;75;61;68;-;68;66;-;66;AP;Aprovado;Concluído
2018;1;B28BDEA3;DESENHO TÉCNICO;80;RG;2;83;2;-;2,4;58;72;65;-;65;68;75;72;-;72;69;-;69;AP;Aprovado;Concluído
2018;1;B28BDEA3;EDUCAÇÃO FÍSICA;80;RG;4;76;0;2;0;76;72;74;-;74;78;95;87;-;87;81;-;81;AP;Aprovado;Concluído
2018;1;B28BDEA3;ELETRICIDADE;80;RG;8;78;2;-;2,6;65;51;58;50;58;79;85;82;-;82;70;-;70;AP;Aprovado;Concluído
2018;1;B28BDEA3;ELETRÔNICA;80;RG;-;80;0;2;0;44;75;60;-;60;84;90;87;-;87;74;-;74;AP;Aprovado;Concluído
2018;1;B28BDEA3;FILOSOFIA;40;RG;3;55;1;1;1,8;68;66;67;-;67;67;90;79;-;79;73;-;73;AP;Aprovado;Concluído
2018;1;B28BDEA3;FÍSICA;80;RG;17;63;1;-;1,6;52;64;58;70;70;100;100;100;-;100;85;-;85;AP;Aprovado;Concluído
2018;1;B28BDEA3;GEOGRAFIA;80;RG;6;74;4;2;5,4;65;26;46;74;74;70;80;75;-;75;75;-;75;AP;Aprovado;Concluído
2018;1;B28BDEA3;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;9;79;6;2;7,6;72;72;72;-;72;69;87;78;-;78;75;-;75;AP;Aprovado;Concluído
2018;1;B28BDEA3;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;17;103;3;-;2,9;50;76;63;-;63;82;87;85;-;85;74;-;74;AP;Aprovado;Concluído
2018;1;B28BDEA3;MATEMÁTICA;120;RG;8;113;1;-;0,9;64;59;62;-;62;83;74;79;-;79;71;-;71;AP;Aprovado;Concluído
2018;1;B28BDEA3;METROLOGIA;80;RG;4;76;0;2;0;61;58;60;-;60;38;80;59;NC;59;60;-;60;AP;Aprovado;Concluído
2018;1;B28BDEA3;PROCESSOS DE FABRICAÇÃO;80;RG;6;74;5;-;6,8;73;37;55;85;85;85;94;90;-;90;88;-;88;AP;Aprovado;Concluído
2018;1;B28BDEA3;QUÍMICA;80;RG;2;78;-;-;0;90;79;85;-;85;73;100;87;-;87;86;-;86;AP;Aprovado;Concluído
2018;1;B28BDEA3;SOCIOLOGIA;40;RG;3;38;2;-;5,3;65;60;63;-;63;60;90;75;-;75;69;-;69;AP;Aprovado;Concluído
2019;2;B28BDEA3;BIOLOGIA;80;RG;8;74;2;4;2,7;62;71;67;-;67;58;68;63;-;63;65;-;65;AP;Aprovado;Concluído
2019;2;B28BDEA3;CIÊNCIAS DOS MATERIAIS E METALOGRAFIA;80;RG;6;77;11;-;14,3;73;41;57;NC;57;62;79;71;-;71;64;-;64;AP;Aprovado;Concluído
2019;2;B28BDEA3;EDUCAÇÃO FÍSICA;80;RG;3;82;10;4;12,2;74;60;67;-;67;49;64;57;NC;57;62;-;62;AP;Aprovado;Concluído
2019;2;B28BDEA3;FILOSOFIA;40;RG;-;43;1;-;2,3;75;71;73;-;73;65;49;57;NC;57;65;-;65;AP;Aprovado;Concluído
2019;2;B28BDEA3;FÍSICA;80;RG;6;74;8;2;10,8;51;67;59;NC;59;49;80;65;-;65;62;-;62;AP;Aprovado;Concluído
2019;2;B28BDEA3;GEOGRAFIA;80;RG;4;77;7;2;9,1;66;69;68;-;68;62;64;63;-;63;66;-;66;AP;Aprovado;Concluído
2019;2;B28BDEA3;HISTÓRIA;80;RG;13;67;3;2;4,5;80;95;88;-;88;85;80;83;-;83;86;-;86;AP;Aprovado;Concluído
2019;3;B28BDEA3;INSTALAÇÕES ELÉTRICAS PREDIAIS E INDUSTRIAIS;80;RG;-;80;4;-;5;67;65;66;-;66;74;87;81;-;81;74;-;74;AP;Aprovado;Concluído
2019;2;B28BDEA3;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;3;40;3;1;7,5;51;55;53;71;71;57;80;69;-;69;70;-;70;AP;Aprovado;Concluído
2019;2;B28BDEA3;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;2;38;3;2;7,9;68;100;84;-;84;65;39;52;NC;52;68;-;68;AP;Aprovado;Concluído
2019;2;B28BDEA3;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;10;110;14;2;12,7;61;75;68;-;68;86;60;73;-;73;71;-;71;AP;Aprovado;Concluído
2019;2;B28BDEA3;MATEMÁTICA;120;RG;14;108;-;-;0;60;61;61;-;61;79;80;80;-;80;71;-;71;AP;Aprovado;Concluído
2019;2;B28BDEA3;MECÂNICA TÉCNICA;40;RG;18;22;-;-;0;71;80;76;-;76;85;35;60;-;60;68;-;68;AP;Aprovado;Concluído
2019;2;B28BDEA3;MÁQUINAS ELÉTRICAS;80;RG;8;72;2;-;2,8;49;53;51;52;52;90;66;78;-;78;65;-;65;AP;Aprovado;Concluído
2019;2;B28BDEA3;MÁQUINAS HIDRÁULICAS E PNEUMÁTICAS;80;RG;29;51;1;-;2;53;58;56;NC;56;100;90;95;-;95;76;-;76;AP;Aprovado;Concluído
2019;2;B28BDEA3;ORIENTAÇÃO PARA PESQUISA E PRÁTICA PROFISSIONAL;40;RG;5;37;4;-;10,8;74;40;57;NC;57;90;100;95;-;95;76;-;76;AP;Aprovado;Concluído
2019;2;B28BDEA3;QUÍMICA;80;RG;6;76;10;2;13,2;85;46;66;-;66;60;72;66;-;66;66;-;66;AP;Aprovado;Concluído
2019;2;B28BDEA3;SOCIOLOGIA;40;RG;2;40;4;-;10;50;70;60;-;60;83;85;84;-;84;72;-;72;AP;Aprovado;Concluído
2020;3;B28BDEA3;AUTOMAÇÃO INDUSTRIAL;80;RG;66;14;2;-;14,3;60;60;60;-;60;94;25;60;-;60;60;-;60;AP;Aprovado;Concluído
2020;3;B28BDEA3;EDUCAÇÃO FÍSICA;80;RG;70;10;-;-;0;93;93;93;-;93;64;64;64;-;64;79;-;79;AP;Aprovado;Concluído
2020;3;B28BDEA3;ELEMENTOS DE MÁQUINAS;80;RG;69;11;-;-;0;80;45;63;-;63;79;35;57;NC;57;60;-;60;AP;Aprovado;Concluído
2020;2;B28BDEA3;ELETROTÉCNICA;80;RG;71;9;-;-;0;84;46;65;50;65;50;50;50;0;50;58;54;56;AP;Aprovado;Concluído
2020;3;B28BDEA3;EMPREENDEDORISMO;80;RG;67;15;1;-;6,7;61;62;62;-;62;55;10;33;NC;33;48;65;55;AP;Aprovado;Concluído
2020;3;B28BDEA3;FILOSOFIA;40;RG;37;3;-;-;0;79;79;79;-;79;60;60;60;-;60;70;-;70;AP;Aprovado;Concluído
2020;3;B28BDEA3;FÍSICA;40;RG;35;5;1;-;20;80;80;80;-;80;75;75;75;-;75;78;-;78;AP;Aprovado;Concluído
2020;3;B28BDEA3;HISTÓRIA;80;RG;67;13;-;-;0;65;65;65;-;65;29;29;29;70;70;68;-;68;AP;Aprovado;Concluído
2020;3;B28BDEA3;INSTALAÇÃO INDUSTRIAL;80;RG;72;8;-;-;0;47;34;41;85;85;14;51;33;71;71;78;-;78;AP;Aprovado;Concluído
2020;3;B28BDEA3;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;80;RG;72;8;-;-;0;63;67;65;-;65;88;84;86;-;86;76;-;76;AP;Aprovado;Concluído
2020;3;B28BDEA3;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;120;-;-;-;0;72;72;72;-;72;21;-;11;75;75;74;-;74;AP;Aprovado;Concluído
2020;3;B28BDEA3;MATEMÁTICA;120;RG;105;15;-;-;0;60;60;60;-;60;50;100;75;-;75;68;-;68;AP;Aprovado;Concluído
2020;3;B28BDEA3;MÁQUINAS TÉRMICAS;80;RG;74;6;2;-;33,3;60;80;70;-;70;85;35;60;-;60;65;-;65;AP;Aprovado;Concluído
2020;3;B28BDEA3;PLANEJAMENTO E CONTROLE DA MANUTENÇÃO;80;RG;72;8;-;-;0;100;91;96;-;96;67;48;58;NC;58;77;-;77;AP;Aprovado;Concluído
2020;3;B28BDEA3;QUÍMICA;40;RG;37;-;-;-;0;80;80;80;-;80;35;-;18;NC;18;49;70;57;AP;Aprovado;Concluído
2020;3;B28BDEA3;RESISTÊNCIA E ENSAIO DE MATERIAIS;80;RG;71;9;-;-;0;54;57;56;44;56;30;51;41;24;41;49;52;50;AP;Aprovado;Concluído
2020;3;B28BDEA3;SOCIOLOGIA;40;RG;35;5;-;-;0;66;66;66;-;66;50;-;25;60;60;63;-;63;AP;Aprovado;Concluído
2017;1;62B7E8CB;ARTE;80;RG;14;66;20;4;30,3;55;72;64;-;64;26;-;13;NC;13;39;NC;23;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;BIOLOGIA;80;RG;16;64;16;4;25;34;54;44;29;44;-;-;-;-;-;22;-;13;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;DESENHO TÉCNICO;80;RG;15;65;19;-;29,2;70;65;68;-;68;-;-;-;-;-;34;-;20;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;EDUCAÇÃO FÍSICA;80;RG;12;73;18;-;24,7;53;28;41;56;56;-;-;-;-;-;28;-;17;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;ELETRICIDADE;80;RG;12;68;25;4;36,8;64;41;53;3;53;-;-;-;-;-;27;-;16;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;ELETRÔNICA;80;RG;8;74;20;8;27;42;65;54;0;54;-;-;-;-;-;27;-;16;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;FILOSOFIA;40;RG;4;36;4;-;11,1;100;100;100;-;100;-;-;-;-;-;50;-;30;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;FÍSICA;80;RG;12;68;23;4;33,8;39;6;23;13;23;-;-;-;-;-;12;-;7;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;GEOGRAFIA;80;RG;15;70;2;-;2,9;51;46;49;60;60;-;-;-;-;-;30;-;18;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;11;69;15;2;21,7;70;47;59;0;59;-;-;-;-;-;30;-;18;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;18;104;55;4;52,9;72;23;48;53;53;33;-;17;NC;17;35;0;21;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;MATEMÁTICA;120;RG;18;105;2;6;1,9;35;28;32;21;32;10;-;5;NC;5;19;NC;11;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;METROLOGIA;80;RG;11;71;11;4;15,5;50;42;46;4;46;-;-;-;-;-;23;-;14;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;PROCESSOS DE FABRICAÇÃO;80;RG;12;68;30;-;44,1;74;5;40;NC;40;-;-;-;-;-;20;-;12;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;QUÍMICA;80;RG;8;72;0;4;0;53;41;47;41;47;-;-;-;-;-;24;-;14;RF;Reprovado;Transferido Externo
2017;1;62B7E8CB;SOCIOLOGIA;40;RG;5;36;12;4;33,3;53;33;43;56;56;-;-;-;-;-;28;-;17;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;ARTE;80;RG;14;66;7;-;10,6;7;52;30;18;30;-;-;-;-;-;15;-;9;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;BIOLOGIA;80;RG;16;64;32;-;50;30;18;24;17;24;15;-;8;NC;8;16;NC;10;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;DESENHO TÉCNICO;80;RG;15;65;10;-;15,4;10;58;34;NC;34;15;-;8;NC;8;21;NC;13;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;EDUCAÇÃO FÍSICA;80;RG;12;73;21;-;28,8;-;30;15;30;30;30;-;15;NC;15;23;NC;14;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;ELETRICIDADE;80;RG;12;68;21;-;30,9;25;10;18;0;18;-;-;-;-;-;9;-;5;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;ELETRÔNICA;80;RG;8;74;26;-;35,1;5;25;15;NC;15;-;-;-;-;-;8;-;5;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;FILOSOFIA;40;RG;4;36;10;-;27,8;-;50;25;NC;25;40;-;20;NC;20;23;NC;14;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;FÍSICA;80;RG;12;68;27;-;39,7;14;4;9;20;20;-;-;-;-;-;10;-;6;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;GEOGRAFIA;80;RG;15;70;9;-;12,9;42;24;33;30;33;-;-;-;-;-;17;-;10;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;11;69;21;-;30,4;65;24;45;15;45;-;-;-;-;-;23;-;14;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;18;104;52;-;50;32;33;33;42;42;20;-;10;NC;10;26;0;16;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;MATEMÁTICA;120;RG;18;105;33;-;31,4;15;13;14;10;14;-;-;-;-;-;7;-;4;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;METROLOGIA;80;RG;11;71;23;-;32,4;30;41;36;NC;36;10;-;5;NC;5;21;NC;13;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;PROCESSOS DE FABRICAÇÃO;80;RG;12;68;24;-;35,3;42;75;59;60;60;-;-;-;-;-;30;-;18;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;QUÍMICA;80;RG;8;72;24;-;33,3;26;34;30;10;30;-;-;-;-;-;15;-;9;RF;Reprovado;Transferido Externo
2017;1;FED01EF5;SOCIOLOGIA;40;RG;5;36;16;-;44,4;13;30;22;23;23;60;-;30;NC;30;27;NC;16;RF;Reprovado;Transferido Externo
2017;1;16DAA503;ARTE;80;RG;14;66;4;-;6,1;66;56;61;-;61;69;82;76;-;76;69;-;69;AP;Reprovado;Transferido Externo
2017;1;16DAA503;BIOLOGIA;80;RG;16;64;-;-;0;63;67;65;-;65;69;56;63;-;63;64;-;64;AP;Reprovado;Transferido Externo
2017;1;16DAA503;DESENHO TÉCNICO;80;RG;15;65;7;-;10,8;60;78;69;-;69;50;50;50;NC;50;60;-;60;AP;Reprovado;Transferido Externo
2017;1;16DAA503;EDUCAÇÃO FÍSICA;80;RG;12;73;-;-;0;74;35;55;50;55;80;45;63;-;63;59;NC;35;RT;Reprovado;Transferido Externo
2017;1;16DAA503;ELETRICIDADE;80;RG;12;68;6;-;8,8;70;59;65;-;65;75;48;62;-;62;64;-;64;AP;Reprovado;Transferido Externo
2017;1;16DAA503;ELETRÔNICA;80;RG;8;74;-;-;0;58;93;76;-;76;75;48;62;-;62;69;-;69;AP;Reprovado;Transferido Externo
2017;1;16DAA503;FILOSOFIA;40;RG;4;36;2;-;5,6;90;100;95;-;95;73;70;72;-;72;84;-;84;AP;Reprovado;Transferido Externo
2017;1;16DAA503;FÍSICA;80;RG;12;68;3;-;4,4;35;76;56;65;65;17;73;45;70;70;68;-;68;AP;Reprovado;Transferido Externo
2017;1;16DAA503;GEOGRAFIA;80;RG;15;70;3;-;4,3;40;77;59;70;70;60;65;63;-;63;67;-;67;AP;Reprovado;Transferido Externo
2017;1;16DAA503;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;11;69;6;-;8,7;65;69;67;-;67;43;56;50;52;52;60;-;60;AP;Reprovado;Transferido Externo
2017;1;16DAA503;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;18;104;13;-;12,5;69;90;80;-;80;65;44;55;NC;55;68;-;68;AP;Reprovado;Transferido Externo
2017;1;16DAA503;MATEMÁTICA;120;RG;18;105;2;-;1,9;44;60;52;50;52;63;50;57;40;57;55;25;43;RT;Reprovado;Transferido Externo
2017;1;16DAA503;METROLOGIA;80;RG;11;71;1;-;1,4;60;63;62;-;62;65;69;67;-;67;65;-;65;AP;Reprovado;Transferido Externo
2017;1;16DAA503;PROCESSOS DE FABRICAÇÃO;80;RG;12;68;-;-;0;80;77;79;-;79;48;70;59;NC;59;69;-;69;AP;Reprovado;Transferido Externo
2017;1;16DAA503;QUÍMICA;80;RG;8;72;3;-;4,2;59;81;70;-;70;74;26;50;NC;50;60;-;60;AP;Reprovado;Transferido Externo
2017;1;16DAA503;SOCIOLOGIA;40;RG;5;36;3;-;8,3;83;80;82;-;82;58;46;52;NC;52;67;-;67;AP;Reprovado;Transferido Externo
2017;1;E36212D5;ARTE;80;RG;14;66;2;-;3;77;62;70;-;70;72;62;67;-;67;69;-;69;AP;Aprovado;Concluído
2017;1;E36212D5;BIOLOGIA;80;RG;16;64;8;-;12,5;76;68;72;-;72;43;69;56;NC;56;64;-;64;AP;Aprovado;Concluído
2017;1;E36212D5;DESENHO TÉCNICO;80;RG;15;65;-;-;0;60;100;80;-;80;75;60;68;-;68;74;-;74;AP;Aprovado;Concluído
2017;1;E36212D5;EDUCAÇÃO FÍSICA;80;RG;12;73;-;-;0;78;53;66;-;66;80;70;75;-;75;71;-;71;AP;Aprovado;Concluído
2017;1;E36212D5;ELETRICIDADE;80;RG;12;68;-;-;0;85;59;72;-;72;82;56;69;-;69;71;-;71;AP;Aprovado;Concluído
2017;1;E36212D5;ELETRÔNICA;80;RG;8;74;5;-;6,8;79;93;86;-;86;87;56;72;-;72;79;-;79;AP;Aprovado;Concluído
2017;1;E36212D5;FILOSOFIA;40;RG;4;36;1;-;2,8;100;100;100;-;100;75;80;78;-;78;89;-;89;AP;Aprovado;Concluído
2017;1;E36212D5;FÍSICA;80;RG;12;68;3;-;4,4;67;76;72;-;72;73;46;60;-;60;66;-;66;AP;Aprovado;Concluído
2017;1;E36212D5;GEOGRAFIA;80;RG;15;70;2;-;2,9;56;49;53;90;90;91;75;83;-;83;87;-;87;AP;Aprovado;Concluído
2017;1;E36212D5;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;80;RG;11;69;7;-;10,1;75;45;60;-;60;25;46;36;76;76;68;-;68;AP;Aprovado;Concluído
2017;1;E36212D5;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;18;104;4;-;3,8;65;91;78;-;78;71;63;67;-;67;73;-;73;AP;Aprovado;Concluído
2017;1;E36212D5;MATEMÁTICA;120;RG;18;105;2;-;1,9;95;91;93;-;93;99;50;75;-;75;84;-;84;AP;Aprovado;Concluído
2017;1;E36212D5;METROLOGIA;80;RG;11;71;7;-;9,9;76;92;84;-;84;63;89;76;-;76;80;-;80;AP;Aprovado;Concluído
2017;1;E36212D5;PROCESSOS DE FABRICAÇÃO;80;RG;12;68;1;-;1,5;90;87;89;-;89;56;70;63;-;63;76;-;76;AP;Aprovado;Concluído
2017;1;E36212D5;QUÍMICA;80;RG;8;72;-;-;0;72;48;60;-;60;78;70;74;-;74;67;-;67;AP;Aprovado;Concluído
2017;1;E36212D5;SOCIOLOGIA;40;RG;5;36;1;-;2,8;90;85;88;-;88;63;64;64;-;64;76;-;76;AP;Aprovado;Concluído
2018;2;E36212D5;BIOLOGIA;80;RG;18;62;-;-;0;90;90;90;-;90;37;37;37;60;60;75;-;75;AP;Aprovado;Concluído
2018;2;E36212D5;CIÊNCIAS DOS MATERIAIS E METALOGRAFIA;80;RG;8;75;4;1;5,3;70;73;72;-;72;88;78;83;-;83;78;-;78;AP;Aprovado;Concluído
2018;2;E36212D5;EDUCAÇÃO FÍSICA;80;RG;6;74;14;-;18,9;57;45;51;68;68;56;68;62;-;62;65;-;65;AP;Aprovado;Concluído
2018;2;E36212D5;FILOSOFIA;40;RG;2;38;1;-;2,6;67;90;79;-;79;81;60;71;-;71;75;-;75;AP;Aprovado;Concluído
2018;2;E36212D5;FÍSICA;80;RG;14;66;-;-;0;80;86;83;-;83;100;100;100;-;100;92;-;92;AP;Aprovado;Concluído
2018;2;E36212D5;GEOGRAFIA;80;RG;2;69;6;-;8,7;47;68;58;90;90;60;100;80;-;80;85;-;85;AP;Aprovado;Concluído
2018;2;E36212D5;HISTÓRIA;80;RG;10;70;8;-;11,4;82;85;84;-;84;79;52;66;-;66;75;-;75;AP;Aprovado;Concluído
2018;3;E36212D5;INSTALAÇÕES ELÉTRICAS PREDIAIS E INDUSTRIAIS;80;RG;-;80;2;-;2,5;71;80;76;-;76;84;88;86;-;86;81;-;81;AP;Aprovado;Concluído
2018;2;E36212D5;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;1;39;2;-;5,1;52;73;63;-;63;85;90;88;-;88;76;-;76;AP;Aprovado;Concluído
2018;2;E36212D5;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;3;39;-;-;0;65;81;73;-;73;82;79;81;-;81;77;-;77;AP;Aprovado;Concluído
2018;2;E36212D5;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;13;107;1;2;0,9;67;83;75;-;75;78;78;78;-;78;77;-;77;AP;Aprovado;Concluído
2018;2;E36212D5;MATEMÁTICA;120;RG;7;113;1;-;0,9;97;69;83;-;83;85;19;52;30;52;68;-;68;AP;Aprovado;Concluído
2018;2;E36212D5;MECÂNICA TÉCNICA;40;RG;3;38;-;-;0;92;60;76;-;76;75;83;79;-;79;78;-;78;AP;Aprovado;Concluído
2018;2;E36212D5;MÁQUINAS ELÉTRICAS;80;RG;8;76;6;-;7,9;74;85;80;-;80;88;90;89;-;89;85;-;85;AP;Aprovado;Concluído
2018;2;E36212D5;MÁQUINAS HIDRÁULICAS E PNEUMÁTICAS;80;RG;2;80;2;-;2,5;73;62;68;-;68;63;76;70;-;70;69;-;69;AP;Aprovado;Concluído
2018;2;E36212D5;ORIENTAÇÃO PARA PESQUISA E PRÁTICA PROFISSIONAL;40;RG;10;32;1;-;3,1;70;48;59;70;70;80;60;70;-;70;70;-;70;AP;Aprovado;Concluído
2018;2;E36212D5;QUÍMICA;80;RG;-;83;-;-;0;85;70;78;-;78;90;80;85;-;85;82;-;82;AP;Aprovado;Concluído
2018;2;E36212D5;SOCIOLOGIA;40;RG;4;38;-;-;0;68;65;67;-;67;55;95;75;-;75;71;-;71;AP;Aprovado;Concluído
2019;3;E36212D5;AUTOMAÇÃO INDUSTRIAL;80;RG;2;80;7;-;8,8;45;35;40;83;83;62;42;52;NC;52;68;-;68;AP;Aprovado;Concluído
2019;3;E36212D5;EDUCAÇÃO FÍSICA;80;RG;2;80;9;-;11,2;81;65;73;-;73;80;70;75;-;75;74;-;74;AP;Aprovado;Concluído
2019;3;E36212D5;ELEMENTOS DE MÁQUINAS;80;RG;6;74;2;-;2,7;78;75;77;-;77;70;60;65;-;65;71;-;71;AP;Aprovado;Concluído
2019;2;E36212D5;ELETROTÉCNICA;80;RG;10;70;8;-;11,4;83;66;75;-;75;88;86;87;-;87;81;-;81;AP;Aprovado;Concluído
2019;3;E36212D5;EMPREENDEDORISMO;80;RG;4;76;4;-;5,3;89;85;87;-;87;100;50;75;-;75;81;-;81;AP;Aprovado;Concluído
2019;3;E36212D5;FILOSOFIA;40;RG;-;41;3;-;7,3;10;67;39;70;70;53;80;67;-;67;69;-;69;AP;Aprovado;Concluído
2019;3;E36212D5;FÍSICA;40;RG;4;38;1;-;2,6;58;68;63;-;63;51;66;59;NC;59;61;-;61;AP;Aprovado;Concluído
2019;3;E36212D5;HISTÓRIA;80;RG;-;80;2;-;2,5;40;73;57;90;90;63;50;57;NC;57;74;-;74;AP;Aprovado;Concluído
2019;3;E36212D5;INSTALAÇÃO INDUSTRIAL;80;RG;14;71;9;-;12,7;80;93;87;-;87;43;44;44;NC;44;66;-;66;AP;Aprovado;Concluído
2019;3;E36212D5;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;80;RG;8;72;4;-;5,6;35;70;53;55;55;96;55;76;-;76;66;-;66;AP;Aprovado;Concluído
2019;3;E36212D5;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;15;105;3;-;2,9;56;65;61;-;61;32;56;44;67;67;64;-;64;AP;Aprovado;Concluído
