ano;periodo;estudante;disciplina;ch;tipo;anp;aulas;faltas;justificadas;percentual;nb1;nb2;ms1;nr1;mr1;nb3;nb4;ms2;nr2;mr2;ma;nef;mf;resultado;resultado_ano;situacao_atual
2014;4;0F9BEF6C;PLANEJAMENTO E CONTROLE DE MANUTENÇÃO;80;RG;-;81;16;-;19,8;60;64;62;-;62;61;60;61;-;61;62;-;62;AP;Aprovado;Concluído
2014;4;0F9BEF6C;SOCIOLOGIA;40;RG;-;43;13;-;30,2;40;90;65;-;65;50;70;60;-;60;63;-;63;AP;Aprovado;Concluído
2013;3;D82718BB;EDUCAÇÃO FÍSICA;80;RG;-;83;-;-;0;74;75;75;-;75;83;75;79;-;79;77;-;77;AP;Aprovado;Concluído
2013;3;D82718BB;ELEMENTO DE MÁQUINAS;120;RG;-;115;13;-;11,3;72;75;74;-;74;86;76;81;-;81;78;-;78;AP;Aprovado;Concluído
2013;3;D82718BB;ELETRÔNICA;80;RG;-;80;6;-;7,5;54;59;57;33;57;63;81;72;-;72;65;-;65;AP;Aprovado;Concluído
2013;3;D82718BB;FILOSOFIA;40;RG;-;40;1;-;2,5;88;82;85;-;85;55;80;68;-;68;77;-;77;AP;Aprovado;Concluído
2013;3;D82718BB;FÍSICA;80;RG;-;81;5;-;6,2;60;63;62;-;62;73;76;75;-;75;69;-;69;AP;Aprovado;Concluído
2013;3;D82718BB;HISTÓRIA;80;RG;-;84;4;-;4,8;71;64;68;-;68;71;75;73;-;73;71;-;71;AP;Aprovado;Concluído
2013;3;D82718BB;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;80;RG;-;85;2;-;2,4;61;62;62;-;62;69;69;69;-;69;66;-;66;AP;Aprovado;Concluído
2013;3;D82718BB;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;119;19;-;16;66;73;70;-;70;90;80;85;-;85;78;-;78;AP;Aprovado;Concluído
2013;3;D82718BB;MATEMÁTICA;120;RG;-;121;5;-;4,1;56;74;65;-;65;76;68;72;-;72;69;-;69;AP;Aprovado;Concluído
2013;3;D82718BB;MECÂNICA TÉCNICA E RESISTÊNCIA DE MATERIAIS;120;RG;-;121;-;-;0;70;76;73;-;73;60;80;70;-;70;72;-;72;AP;Aprovado;Concluído
2013;3;D82718BB;PROCESSOS DE FABRICAÇÃO;120;RG;-;120;22;-;18,3;75;83;79;-;79;67;58;63;-;63;71;-;71;AP;Aprovado;Concluído
2013;3;D82718BB;SOCIOLOGIA;40;RG;-;40;1;-;2,5;65;73;69;-;69;80;85;83;-;83;76;-;76;AP;Aprovado;Concluído
2014;4;D82718BB;AUTOMAÇÃO INDUSTRIAL;80;RG;-;83;13;-;15,7;65;60;63;-;63;80;80;80;-;80;72;-;72;AP;Aprovado;Concluído
2014;4;D82718BB;ELETROTÉCNICA;80;RG;-;82;13;-;15,9;65;80;73;-;73;60;75;68;-;68;71;-;71;AP;Aprovado;Concluído
2014;4;D82718BB;EMPREENDEDORISMO;40;RG;-;41;5;-;12,2;73;96;85;-;85;75;45;60;-;60;73;-;73;AP;Aprovado;Concluído
2014;4;D82718BB;ENSAIOS DE MATERIAIS;80;RG;-;80;1;-;1,2;71;71;71;-;71;65;67;66;-;66;69;-;69;AP;Aprovado;Concluído
2014;4;D82718BB;FILOSOFIA;40;RG;-;40;4;-;10;85;90;88;-;88;75;80;78;-;78;83;-;83;AP;Aprovado;Concluído
2014;4;D82718BB;INSTALAÇÃO E MANUTENÇÃO INDUSTRIAL;80;RG;-;82;4;-;4,9;65;90;78;-;78;83;87;85;-;85;82;-;82;AP;Aprovado;Concluído
2014;4;D82718BB;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;-;40;9;-;22,5;68;70;69;-;69;60;71;66;-;66;68;-;68;AP;Aprovado;Concluído
2014;4;D82718BB;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;80;RG;-;80;3;-;3,8;64;70;67;-;67;83;64;74;-;74;71;-;71;AP;Aprovado;Concluído
2014;4;D82718BB;MATEMÁTICA;80;RG;-;82;7;-;8,5;-;71;36;-;36;71;65;68;-;68;52;-;70;AP;Aprovado;Concluído
2014;4;D82718BB;METALOGRAFIA;40;RG;-;40;-;-;0;71;73;72;-;72;79;72;76;-;76;74;-;74;AP;Aprovado;Concluído
2014;4;D82718BB;MÁQUINAS ELÉTRICAS;80;RG;-;80;6;-;7,5;78;64;71;-;71;68;45;57;-;57;64;-;64;AP;Aprovado;Concluído
2014;4;D82718BB;MÁQUINAS HIDRAÚLICAS;80;RG;-;80;17;-;21,2;70;80;75;-;75;62;48;55;-;55;65;-;66;AP;Aprovado;Concluído
2014;4;D82718BB;MÁQUINAS TÉRMICAS;80;RG;-;80;14;-;17,5;71;86;79;-;79;74;73;74;-;74;77;-;77;AP;Aprovado;Concluído
2014;4;D82718BB;PLANEJAMENTO E CONTROLE DE MANUTENÇÃO;80;RG;-;81;17;-;21;77;68;73;-;73;79;88;84;-;84;79;-;79;AP;Aprovado;Concluído
2014;4;D82718BB;SOCIOLOGIA;40;RG;-;43;4;-;9,3;55;85;70;-;70;64;65;65;-;65;68;-;68;AP;Aprovado;Concluído
2013;3;C8B4FDB8;EDUCAÇÃO FÍSICA;80;RG;-;83;-;-;0;75;59;67;-;67;83;90;87;-;87;77;-;77;AP;Aprovado;Concluído
2013;3;C8B4FDB8;ELEMENTO DE MÁQUINAS;120;RG;-;115;-;-;0;95;89;92;-;92;87;88;88;-;88;90;-;90;AP;Aprovado;Concluído
2013;3;C8B4FDB8;ELETRÔNICA;80;RG;-;80;2;-;2,5;57;72;65;-;65;88;94;91;-;91;78;-;78;AP;Aprovado;Concluído
2013;3;C8B4FDB8;FILOSOFIA;40;RG;-;40;-;-;0;77;88;83;-;83;80;65;73;-;73;78;-;78;AP;Aprovado;Concluído
2013;3;C8B4FDB8;FÍSICA;80;RG;-;81;2;-;2,5;63;81;72;-;72;66;76;71;-;71;72;-;72;AP;Aprovado;Concluído
2013;3;C8B4FDB8;HISTÓRIA;80;RG;-;84;-;-;0;71;73;72;-;72;65;80;73;-;73;73;-;73;AP;Aprovado;Concluído
2013;3;C8B4FDB8;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;80;RG;-;85;-;-;0;88;73;81;-;81;85;85;85;-;85;83;-;83;AP;Aprovado;Concluído
2013;3;C8B4FDB8;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;119;10;-;8,4;80;78;79;-;79;65;92;79;-;79;79;-;79;AP;Aprovado;Concluído
2013;3;C8B4FDB8;MATEMÁTICA;120;RG;-;121;1;-;0,8;54;80;67;-;67;91;89;90;-;90;79;-;79;AP;Aprovado;Concluído
2013;3;C8B4FDB8;MECÂNICA TÉCNICA E RESISTÊNCIA DE MATERIAIS;120;RG;-;121;-;-;0;68;87;78;-;78;100;50;75;-;75;77;-;77;AP;Aprovado;Concluído
2013;3;C8B4FDB8;PROCESSOS DE FABRICAÇÃO;120;RG;-;120;5;-;4,2;85;99;92;-;92;85;73;79;-;79;86;-;86;AP;Aprovado;Concluído
2013;3;C8B4FDB8;SOCIOLOGIA;40;RG;-;40;-;-;0;80;87;84;-;84;95;90;93;-;93;89;-;89;AP;Aprovado;Concluído
2014;4;C8B4FDB8;AUTOMAÇÃO INDUSTRIAL;80;RG;-;83;10;-;12;85;100;93;-;93;90;100;95;-;95;94;-;94;AP;Aprovado;Concluído
2014;4;C8B4FDB8;ELETROTÉCNICA;80;RG;-;82;2;-;2,4;85;100;93;-;93;82;85;84;-;84;89;-;89;AP;Aprovado;Concluído
2014;4;C8B4FDB8;EMPREENDEDORISMO;40;RG;-;41;-;-;0;60;98;79;-;79;85;85;85;-;85;82;-;82;AP;Aprovado;Concluído
2014;4;C8B4FDB8;ENSAIOS DE MATERIAIS;80;RG;-;80;1;-;1,2;78;70;74;-;74;72;71;72;-;72;73;-;73;AP;Aprovado;Concluído
2014;4;C8B4FDB8;FILOSOFIA;40;RG;-;40;1;-;2,5;70;90;80;-;80;80;85;83;-;83;82;-;82;AP;Aprovado;Concluído
2014;4;C8B4FDB8;INSTALAÇÃO E MANUTENÇÃO INDUSTRIAL;80;RG;-;82;-;-;0;75;85;80;-;80;88;92;90;-;90;85;-;85;AP;Aprovado;Concluído
2014;4;C8B4FDB8;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;-;40;3;-;7,5;90;70;80;-;80;60;100;80;-;80;80;-;80;AP;Aprovado;Concluído
2014;4;C8B4FDB8;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;80;RG;-;80;2;-;2,5;69;67;68;-;68;83;71;77;-;77;73;-;73;AP;Aprovado;Concluído
2014;4;C8B4FDB8;MATEMÁTICA;80;RG;-;82;4;-;4,9;-;88;44;-;44;77;91;84;-;84;64;-;85;AP;Aprovado;Concluído
2014;4;C8B4FDB8;METALOGRAFIA;40;RG;-;40;-;-;0;79;80;80;-;80;84;95;90;-;90;85;-;85;AP;Aprovado;Concluído
2014;4;C8B4FDB8;MÁQUINAS ELÉTRICAS;80;RG;-;80;-;-;0;94;89;92;-;92;85;83;84;-;84;88;-;88;AP;Aprovado;Concluído
2014;4;C8B4FDB8;MÁQUINAS HIDRAÚLICAS;80;RG;-;80;4;-;5;75;75;75;-;75;70;52;61;-;61;68;-;68;AP;Aprovado;Concluído
2014;4;C8B4FDB8;MÁQUINAS TÉRMICAS;80;RG;-;80;2;-;2,5;90;91;91;-;91;95;78;87;-;87;89;-;89;AP;Aprovado;Concluído
2014;4;C8B4FDB8;PLANEJAMENTO E CONTROLE DE MANUTENÇÃO;80;RG;-;81;4;-;4,9;92;72;82;-;82;94;83;89;-;89;86;-;86;AP;Aprovado;Concluído
2014;4;C8B4FDB8;SOCIOLOGIA;40;RG;-;43;2;-;4,7;55;85;70;-;70;80;73;77;-;77;74;-;74;AP;Aprovado;Concluído
2013;2;775D904B;BIOLOGIA;80;RG;-;82;11;-;13,4;69;66;68;-;68;90;90;90;-;90;79;-;79;AP;Aprovado;Concluído
2013;2;775D904B;CIÊNCIAS DOS MATERIAIS;80;RG;-;80;6;-;7,5;67;75;71;-;71;74;75;75;-;75;73;-;73;AP;Aprovado;Concluído
2013;2;775D904B;EDUCAÇÃO FÍSICA;80;RG;-;80;-;-;0;48;50;49;-;49;60;80;70;-;70;60;-;60;AP;Aprovado;Concluído
2013;2;775D904B;ELETRICIDADE;80;RG;-;81;4;-;4,9;70;70;70;-;70;69;52;61;-;61;66;-;66;AP;Aprovado;Concluído
2013;2;775D904B;FILOSOFIA;40;RG;-;40;2;-;5;81;72;77;-;77;82;45;64;-;64;71;-;71;AP;Aprovado;Concluído
2013;2;775D904B;FÍSICA;80;RG;-;82;1;-;1,2;60;82;71;-;71;69;79;74;-;74;73;-;73;AP;Aprovado;Concluído
2013;2;775D904B;GEOGRAFIA;80;RG;-;80;8;-;10;60;75;68;-;68;73;73;73;-;73;71;-;71;AP;Aprovado;Concluído
2013;2;775D904B;HISTÓRIA;80;RG;-;82;17;-;20,7;86;67;77;-;77;67;67;67;-;67;72;-;72;AP;Aprovado;Concluído
2013;2;775D904B;LÍNGUA ESTRANGEIRA MODERNA: INGLÊS;40;RG;-;42;4;-;9,5;83;88;86;-;86;77;82;80;-;80;83;-;83;AP;Aprovado;Concluído
2013;2;775D904B;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;120;2;-;1,7;69;71;70;-;70;75;67;71;-;71;71;-;71;AP;Aprovado;Concluído
2013;2;775D904B;MATEMÁTICA;120;RG;-;124;3;-;2,4;38;70;54;50;54;50;70;60;-;60;57;40;50;AP;Aprovado;Concluído
2013;2;775D904B;ORIENTAÇÃO PARA PRÁTICA PROFISSIONAL E PESQUISA;40;RG;-;40;2;-;5;52;44;48;60;54;80;66;73;-;73;64;-;64;AP;Aprovado;Concluído
2013;2;775D904B;QUÍMICA;80;RG;-;80;-;-;0;54;84;69;-;69;60;77;69;-;69;69;-;70;AP;Aprovado;Concluído
2013;2;775D904B;SOCIOLOGIA;40;RG;-;41;2;-;4,9;80;95;88;-;88;60;35;48;-;48;68;-;68;AP;Aprovado;Concluído
2013;2;775D904B;ÉTICA PROFISSIONAL E CIDADANIA;40;RG;-;42;1;-;2,4;90;93;92;-;92;65;80;73;-;73;83;-;83;AP;Aprovado;Concluído
2014;3;775D904B;EDUCAÇÃO FÍSICA;80;RG;-;80;2;-;2,5;60;78;69;-;69;85;75;80;-;80;75;-;75;AP;Aprovado;Concluído
2014;3;775D904B;ELEMENTO DE MÁQUINAS;120;RG;-;120;11;-;9,2;82;58;70;-;70;87;56;72;-;72;71;-;71;AP;Aprovado;Concluído
2014;3;775D904B;ELETRÔNICA;80;RG;-;80;8;-;10;44;79;62;-;62;77;80;79;-;79;71;-;71;AP;Aprovado;Concluído
2014;3;775D904B;FILOSOFIA;40;RG;-;40;4;-;10;74;83;79;-;79;68;68;68;-;68;74;-;74;AP;Aprovado;Concluído
2014;3;775D904B;FÍSICA;80;RG;-;80;3;-;3,8;75;77;76;-;76;73;65;69;-;69;73;-;73;AP;Aprovado;Concluído
2014;3;775D904B;HISTÓRIA;80;RG;-;80;7;-;8,8;65;69;67;-;67;68;90;79;-;79;73;-;73;AP;Aprovado;Concluído
2014;3;775D904B;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;80;RG;-;80;5;-;6,2;80;90;85;-;85;20;80;50;-;50;68;-;68;AP;Aprovado;Concluído
2014;3;775D904B;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;120;RG;-;120;10;-;8,3;78;59;69;-;69;61;57;59;-;59;64;-;64;AP;Aprovado;Concluído
2014;3;775D904B;MATEMÁTICA;120;RG;-;121;5;-;4,1;83;70;77;-;77;74;90;82;-;82;80;-;80;AP;Aprovado;Concluído
2014;3;775D904B;MECÂNICA TÉCNICA E RESISTÊNCIA DE MATERIAIS;120;RG;-;120;12;-;10;60;70;65;-;65;61;62;62;-;62;64;-;64;AP;Aprovado;Concluído
2014;3;775D904B;PROCESSOS DE FABRICAÇÃO;120;RG;-;120;18;-;15;83;70;77;-;77;53;80;67;-;67;72;-;72;AP;Aprovado;Concluído
2014;3;775D904B;SOCIOLOGIA;40;RG;-;41;5;-;12,2;60;95;78;-;78;80;90;85;-;85;82;-;82;AP;Aprovado;Concluído
2015;4;775D904B;AUTOMAÇÃO INDUSTRIAL;80;RG;-;80;2;-;2,5;85;75;80;-;80;50;80;65;-;65;73;-;73;AP;Aprovado;Concluído
2015;4;775D904B;ELETROTÉCNICA;80;RG;-;80;-;-;0;85;60;73;-;73;87;85;86;-;86;80;-;80;AP;Aprovado;Concluído
2015;4;775D904B;EMPREENDEDORISMO;40;RG;-;40;3;-;7,5;80;85;83;-;83;54;95;75;-;75;79;-;79;AP;Aprovado;Concluído
2015;4;775D904B;ENSAIOS DE MATERIAIS;80;RG;-;80;3;-;3,8;75;70;73;-;73;70;77;74;-;74;74;-;74;AP;Aprovado;Concluído
2015;4;775D904B;FILOSOFIA;40;RG;-;40;3;-;7,5;63;23;43;-;43;55;88;72;-;72;58;-;69;AP;Aprovado;Concluído
2015;4;775D904B;INSTALAÇÃO E MANUTENÇÃO INDUSTRIAL;80;RG;-;94;2;-;2,1;80;80;80;-;80;75;80;78;-;78;79;-;79;AP;Aprovado;Concluído
2015;4;775D904B;LÍNGUA ESTRANGEIRA MODERNA: ESPANHOL;40;RG;-;40;1;-;2,5;78;73;76;-;76;90;-;45;-;45;61;-;61;AP;Aprovado;Concluído
2015;4;775D904B;LÍNGUA PORTUGUESA E LITERATURA BRASILEIRA;80;RG;-;80;12;-;15;75;50;63;-;63;12;100;56;-;56;60;-;73;AP;Aprovado;Concluído
2015;4;775D904B;MATEMÁTICA;80;RG;-;80;9;-;11,2;84;60;72;-;72;32;45;39;-;39;56;-;66;AP;Aprovado;Concluído
2015;4;775D904B;METALOGRAFIA;40;RG;-;44;-;-;0;87;87;87;-;87;89;85;87;-;87;87;-;87;AP;Aprovado;Concluído
2015;4;775D904B;MÁQUINAS ELÉTRICAS;80;RG;-;86;13;-;15,1;36;78;57;-;57;39;90;65;-;65;61;-;65;AP;Aprovado;Concluído
2015;4;775D904B;MÁQUINAS HIDRAÚLICAS;80;RG;-;80;6;-;7,5;68;70;69;-;69;68;70;69;-;69;69;-;69;AP;Aprovado;Concluído
2015;4;775D904B;MÁQUINAS TÉRMICAS;80;RG;-;80;14;-;17,5;79;67;73;-;73;62;60;61;-;61;67;-;67;AP;Aprovado;Concluído
2015;4;775D904B;PLANEJAMENTO E CONTROLE DE MANUTENÇÃO;80;RG;-;81;13;-;16;61;60;61;-;61;74;75;75;-;75;68;-;68;AP;Aprovado;Concluído
2015;4;775D904B;SOCIOLOGIA;40;RG;-;40;3;-;7,5;85;80;83;-;83;70;90;80;-;80;82;-;82;AP;Aprovado;Concluído
2013;2;38C5FCF7;BIOLOGIA;80;RG;-;82;13;-;15,9;51;70;61;-;61;95;90;93;-;93;77;-;77;AP;Aprovado;Concluído
